"Coyotes","RoadR"
-2.40862964733918,3.00283379249386
-2.40862964733918,3.00030097605659
-2.40862964733918,2.99776815961932
-2.40862964733918,2.99523534318204
-2.40862964733918,2.99270252674477
-2.40862964733918,2.9901697103075
-2.40862964733918,2.98763689387023
-2.40862964733918,2.98510407743295
-2.40862964733918,2.98257126099568
-2.40862964733918,2.98003844455841
-2.40862964733918,2.97750562812113
-2.40862964733918,2.97497281168386
-2.40862964733918,2.97243999524659
-2.40862964733918,2.96990717880931
-2.40862964733918,2.96737436237204
-2.40862964733918,2.96484154593477
-2.40862964733918,2.96230872949749
-2.40862964733918,2.95977591306022
-2.40862964733918,2.95724309662295
-2.40862964733918,2.95471028018567
-2.40862964733918,2.9521774637484
-2.40862964733918,2.94964464731113
-2.40862964733918,2.94711183087385
-2.40862964733918,2.94457901443658
-2.40862964733918,2.94204619799931
-2.40862964733918,2.93951338156204
-2.40862964733918,2.93698056512476
-2.40862964733918,2.93444774868749
-2.40862964733918,2.93191493225022
-2.40862964733918,2.92938211581294
-2.40862964733918,2.92684929937567
-2.40862964733918,2.9243164829384
-2.40862964733918,2.92178366650112
-2.40862964733918,2.91925085006385
-2.40420260103323,3.03069477330387
-2.40420260103323,3.02816195686659
-2.40420260103323,3.02562914042932
-2.40420260103323,3.02309632399205
-2.40420260103323,3.02056350755478
-2.40420260103323,3.0180306911175
-2.40420260103323,3.01549787468023
-2.40420260103323,3.01296505824296
-2.40420260103323,3.01043224180568
-2.40420260103323,3.00789942536841
-2.40420260103323,3.00536660893114
-2.40420260103323,3.00283379249386
-2.40420260103323,3.00030097605659
-2.40420260103323,2.99776815961932
-2.40420260103323,2.99523534318204
-2.40420260103323,2.99270252674477
-2.40420260103323,2.9901697103075
-2.40420260103323,2.98763689387023
-2.40420260103323,2.98510407743295
-2.40420260103323,2.98257126099568
-2.40420260103323,2.98003844455841
-2.40420260103323,2.97750562812113
-2.40420260103323,2.97497281168386
-2.40420260103323,2.97243999524659
-2.40420260103323,2.96990717880931
-2.40420260103323,2.96737436237204
-2.40420260103323,2.96484154593477
-2.40420260103323,2.96230872949749
-2.40420260103323,2.95977591306022
-2.40420260103323,2.95724309662295
-2.40420260103323,2.95471028018567
-2.40420260103323,2.9521774637484
-2.40420260103323,2.94964464731113
-2.40420260103323,2.94711183087385
-2.40420260103323,2.94457901443658
-2.40420260103323,2.94204619799931
-2.40420260103323,2.93951338156204
-2.40420260103323,2.93698056512476
-2.40420260103323,2.93444774868749
-2.40420260103323,2.93191493225022
-2.40420260103323,2.92938211581294
-2.40420260103323,2.92684929937567
-2.40420260103323,2.9243164829384
-2.40420260103323,2.92178366650112
-2.40420260103323,2.91925085006385
-2.40420260103323,2.91671803362658
-2.40420260103323,2.9141852171893
-2.40420260103323,2.91165240075203
-2.40420260103323,2.90911958431476
-2.40420260103323,2.90658676787749
-2.40420260103323,2.90405395144021
-2.39977555472729,3.04842448836478
-2.39977555472729,3.04589167192751
-2.39977555472729,3.04335885549023
-2.39977555472729,3.04082603905296
-2.39977555472729,3.03829322261569
-2.39977555472729,3.03576040617841
-2.39977555472729,3.03322758974114
-2.39977555472729,3.03069477330387
-2.39977555472729,3.02816195686659
-2.39977555472729,3.02562914042932
-2.39977555472729,3.02309632399205
-2.39977555472729,3.02056350755478
-2.39977555472729,3.0180306911175
-2.39977555472729,3.01549787468023
-2.39977555472729,3.01296505824296
-2.39977555472729,3.01043224180568
-2.39977555472729,3.00789942536841
-2.39977555472729,3.00536660893114
-2.39977555472729,3.00283379249386
-2.39977555472729,3.00030097605659
-2.39977555472729,2.99776815961932
-2.39977555472729,2.99523534318204
-2.39977555472729,2.99270252674477
-2.39977555472729,2.9901697103075
-2.39977555472729,2.98763689387023
-2.39977555472729,2.98510407743295
-2.39977555472729,2.98257126099568
-2.39977555472729,2.98003844455841
-2.39977555472729,2.97750562812113
-2.39977555472729,2.97497281168386
-2.39977555472729,2.97243999524659
-2.39977555472729,2.96990717880931
-2.39977555472729,2.96737436237204
-2.39977555472729,2.96484154593477
-2.39977555472729,2.96230872949749
-2.39977555472729,2.95977591306022
-2.39977555472729,2.95724309662295
-2.39977555472729,2.95471028018567
-2.39977555472729,2.9521774637484
-2.39977555472729,2.94964464731113
-2.39977555472729,2.94711183087385
-2.39977555472729,2.94457901443658
-2.39977555472729,2.94204619799931
-2.39977555472729,2.93951338156204
-2.39977555472729,2.93698056512476
-2.39977555472729,2.93444774868749
-2.39977555472729,2.93191493225022
-2.39977555472729,2.92938211581294
-2.39977555472729,2.92684929937567
-2.39977555472729,2.9243164829384
-2.39977555472729,2.92178366650112
-2.39977555472729,2.91925085006385
-2.39977555472729,2.91671803362658
-2.39977555472729,2.9141852171893
-2.39977555472729,2.91165240075203
-2.39977555472729,2.90911958431476
-2.39977555472729,2.90658676787749
-2.39977555472729,2.90405395144021
-2.39977555472729,2.90152113500294
-2.39977555472729,2.89898831856567
-2.39977555472729,2.89645550212839
-2.39977555472729,2.89392268569112
-2.39534850842135,3.05855575411387
-2.39534850842135,3.0560229376766
-2.39534850842135,3.05349012123933
-2.39534850842135,3.05095730480205
-2.39534850842135,3.04842448836478
-2.39534850842135,3.04589167192751
-2.39534850842135,3.04335885549023
-2.39534850842135,3.04082603905296
-2.39534850842135,3.03829322261569
-2.39534850842135,3.03576040617841
-2.39534850842135,3.03322758974114
-2.39534850842135,3.03069477330387
-2.39534850842135,3.02816195686659
-2.39534850842135,3.02562914042932
-2.39534850842135,3.02309632399205
-2.39534850842135,3.02056350755478
-2.39534850842135,3.0180306911175
-2.39534850842135,3.01549787468023
-2.39534850842135,3.01296505824296
-2.39534850842135,3.01043224180568
-2.39534850842135,3.00789942536841
-2.39534850842135,3.00536660893114
-2.39534850842135,3.00283379249386
-2.39534850842135,3.00030097605659
-2.39534850842135,2.99776815961932
-2.39534850842135,2.99523534318204
-2.39534850842135,2.99270252674477
-2.39534850842135,2.9901697103075
-2.39534850842135,2.98763689387023
-2.39534850842135,2.98510407743295
-2.39534850842135,2.98257126099568
-2.39534850842135,2.98003844455841
-2.39534850842135,2.97750562812113
-2.39534850842135,2.97497281168386
-2.39534850842135,2.97243999524659
-2.39534850842135,2.96990717880931
-2.39534850842135,2.96737436237204
-2.39534850842135,2.96484154593477
-2.39534850842135,2.96230872949749
-2.39534850842135,2.95977591306022
-2.39534850842135,2.95724309662295
-2.39534850842135,2.95471028018567
-2.39534850842135,2.9521774637484
-2.39534850842135,2.94964464731113
-2.39534850842135,2.94711183087385
-2.39534850842135,2.94457901443658
-2.39534850842135,2.94204619799931
-2.39534850842135,2.93951338156204
-2.39534850842135,2.93698056512476
-2.39534850842135,2.93444774868749
-2.39534850842135,2.93191493225022
-2.39534850842135,2.92938211581294
-2.39534850842135,2.92684929937567
-2.39534850842135,2.9243164829384
-2.39534850842135,2.92178366650112
-2.39534850842135,2.91925085006385
-2.39534850842135,2.91671803362658
-2.39534850842135,2.9141852171893
-2.39534850842135,2.91165240075203
-2.39534850842135,2.90911958431476
-2.39534850842135,2.90658676787749
-2.39534850842135,2.90405395144021
-2.39534850842135,2.90152113500294
-2.39534850842135,2.89898831856567
-2.39534850842135,2.89645550212839
-2.39534850842135,2.89392268569112
-2.39534850842135,2.89138986925385
-2.39534850842135,2.88885705281657
-2.39534850842135,2.8863242363793
-2.39092146211541,3.06868701986297
-2.39092146211541,3.06615420342569
-2.39092146211541,3.06362138698842
-2.39092146211541,3.06108857055115
-2.39092146211541,3.05855575411387
-2.39092146211541,3.0560229376766
-2.39092146211541,3.05349012123933
-2.39092146211541,3.05095730480205
-2.39092146211541,3.04842448836478
-2.39092146211541,3.04589167192751
-2.39092146211541,3.04335885549023
-2.39092146211541,3.04082603905296
-2.39092146211541,3.03829322261569
-2.39092146211541,3.03576040617841
-2.39092146211541,3.03322758974114
-2.39092146211541,3.03069477330387
-2.39092146211541,3.02816195686659
-2.39092146211541,3.02562914042932
-2.39092146211541,3.02309632399205
-2.39092146211541,3.02056350755478
-2.39092146211541,3.0180306911175
-2.39092146211541,3.01549787468023
-2.39092146211541,3.01296505824296
-2.39092146211541,3.01043224180568
-2.39092146211541,3.00789942536841
-2.39092146211541,2.93444774868749
-2.39092146211541,2.93191493225022
-2.39092146211541,2.92938211581294
-2.39092146211541,2.92684929937567
-2.39092146211541,2.9243164829384
-2.39092146211541,2.92178366650112
-2.39092146211541,2.91925085006385
-2.39092146211541,2.91671803362658
-2.39092146211541,2.9141852171893
-2.39092146211541,2.91165240075203
-2.39092146211541,2.90911958431476
-2.39092146211541,2.90658676787749
-2.39092146211541,2.90405395144021
-2.39092146211541,2.90152113500294
-2.39092146211541,2.89898831856567
-2.39092146211541,2.89645550212839
-2.39092146211541,2.89392268569112
-2.39092146211541,2.89138986925385
-2.39092146211541,2.88885705281657
-2.39092146211541,2.8863242363793
-2.39092146211541,2.88379141994203
-2.39092146211541,2.88125860350475
-2.39092146211541,2.87872578706748
-2.39092146211541,2.87619297063021
-2.38649441580947,3.07881828561206
-2.38649441580947,3.07628546917478
-2.38649441580947,3.07375265273751
-2.38649441580947,3.07121983630024
-2.38649441580947,3.06868701986297
-2.38649441580947,3.06615420342569
-2.38649441580947,3.06362138698842
-2.38649441580947,3.06108857055115
-2.38649441580947,3.05855575411387
-2.38649441580947,3.0560229376766
-2.38649441580947,3.05349012123933
-2.38649441580947,3.05095730480205
-2.38649441580947,3.04842448836478
-2.38649441580947,3.04589167192751
-2.38649441580947,3.04335885549023
-2.38649441580947,3.04082603905296
-2.38649441580947,3.03829322261569
-2.38649441580947,3.03576040617841
-2.38649441580947,3.03322758974114
-2.38649441580947,3.03069477330387
-2.38649441580947,2.91925085006385
-2.38649441580947,2.91671803362658
-2.38649441580947,2.9141852171893
-2.38649441580947,2.91165240075203
-2.38649441580947,2.90911958431476
-2.38649441580947,2.90658676787749
-2.38649441580947,2.90405395144021
-2.38649441580947,2.90152113500294
-2.38649441580947,2.89898831856567
-2.38649441580947,2.89645550212839
-2.38649441580947,2.89392268569112
-2.38649441580947,2.89138986925385
-2.38649441580947,2.88885705281657
-2.38649441580947,2.8863242363793
-2.38649441580947,2.88379141994203
-2.38649441580947,2.88125860350475
-2.38649441580947,2.87872578706748
-2.38649441580947,2.87619297063021
-2.38649441580947,2.87366015419293
-2.38649441580947,2.87112733775566
-2.38649441580947,2.86859452131839
-2.38206736950353,3.08894955136115
-2.38206736950353,3.08641673492388
-2.38206736950353,3.0838839184866
-2.38206736950353,3.08135110204933
-2.38206736950353,3.07881828561206
-2.38206736950353,3.07628546917478
-2.38206736950353,3.07375265273751
-2.38206736950353,3.07121983630024
-2.38206736950353,3.06868701986297
-2.38206736950353,3.06615420342569
-2.38206736950353,3.06362138698842
-2.38206736950353,3.06108857055115
-2.38206736950353,3.05855575411387
-2.38206736950353,3.0560229376766
-2.38206736950353,3.05349012123933
-2.38206736950353,3.05095730480205
-2.38206736950353,3.04842448836478
-2.38206736950353,3.04589167192751
-2.38206736950353,2.90405395144021
-2.38206736950353,2.90152113500294
-2.38206736950353,2.89898831856567
-2.38206736950353,2.89645550212839
-2.38206736950353,2.89392268569112
-2.38206736950353,2.89138986925385
-2.38206736950353,2.88885705281657
-2.38206736950353,2.8863242363793
-2.38206736950353,2.88379141994203
-2.38206736950353,2.88125860350475
-2.38206736950353,2.87872578706748
-2.38206736950353,2.87619297063021
-2.38206736950353,2.87366015419293
-2.38206736950353,2.87112733775566
-2.38206736950353,2.86859452131839
-2.38206736950353,2.86606170488111
-2.38206736950353,2.86352888844384
-2.38206736950353,2.86099607200657
-2.38206736950353,2.8584632555693
-2.37764032319759,3.09654800067297
-2.37764032319759,3.0940151842357
-2.37764032319759,3.09148236779842
-2.37764032319759,3.08894955136115
-2.37764032319759,3.08641673492388
-2.37764032319759,3.0838839184866
-2.37764032319759,3.08135110204933
-2.37764032319759,3.07881828561206
-2.37764032319759,3.07628546917478
-2.37764032319759,3.07375265273751
-2.37764032319759,3.07121983630024
-2.37764032319759,3.06868701986297
-2.37764032319759,3.06615420342569
-2.37764032319759,3.06362138698842
-2.37764032319759,3.06108857055115
-2.37764032319759,3.05855575411387
-2.37764032319759,3.0560229376766
-2.37764032319759,2.88885705281657
-2.37764032319759,2.8863242363793
-2.37764032319759,2.88379141994203
-2.37764032319759,2.88125860350475
-2.37764032319759,2.87872578706748
-2.37764032319759,2.87619297063021
-2.37764032319759,2.87366015419293
-2.37764032319759,2.87112733775566
-2.37764032319759,2.86859452131839
-2.37764032319759,2.86606170488111
-2.37764032319759,2.86352888844384
-2.37764032319759,2.86099607200657
-2.37764032319759,2.8584632555693
-2.37764032319759,2.85593043913202
-2.37764032319759,2.85339762269475
-2.37764032319759,2.85086480625748
-2.37321327689164,3.10161363354752
-2.37321327689164,3.09908081711024
-2.37321327689164,3.09654800067297
-2.37321327689164,3.0940151842357
-2.37321327689164,3.09148236779842
-2.37321327689164,3.08894955136115
-2.37321327689164,3.08641673492388
-2.37321327689164,3.0838839184866
-2.37321327689164,3.08135110204933
-2.37321327689164,3.07881828561206
-2.37321327689164,3.07628546917478
-2.37321327689164,3.07375265273751
-2.37321327689164,3.07121983630024
-2.37321327689164,3.06868701986297
-2.37321327689164,2.87619297063021
-2.37321327689164,2.87366015419293
-2.37321327689164,2.87112733775566
-2.37321327689164,2.86859452131839
-2.37321327689164,2.86606170488111
-2.37321327689164,2.86352888844384
-2.37321327689164,2.86099607200657
-2.37321327689164,2.8584632555693
-2.37321327689164,2.85593043913202
-2.37321327689164,2.85339762269475
-2.37321327689164,2.85086480625748
-2.37321327689164,2.8483319898202
-2.37321327689164,2.84579917338293
-2.37321327689164,2.84326635694566
-2.3687862305857,3.10414644998479
-2.3687862305857,3.10161363354752
-2.3687862305857,3.09908081711024
-2.3687862305857,3.09654800067297
-2.3687862305857,3.0940151842357
-2.3687862305857,3.09148236779842
-2.3687862305857,3.08894955136115
-2.3687862305857,3.08641673492388
-2.3687862305857,3.0838839184866
-2.3687862305857,3.08135110204933
-2.3687862305857,3.07881828561206
-2.3687862305857,3.07628546917478
-2.3687862305857,2.86859452131839
-2.3687862305857,2.86606170488111
-2.3687862305857,2.86352888844384
-2.3687862305857,2.86099607200657
-2.3687862305857,2.8584632555693
-2.3687862305857,2.85593043913202
-2.3687862305857,2.85339762269475
-2.3687862305857,2.85086480625748
-2.3687862305857,2.8483319898202
-2.3687862305857,2.84579917338293
-2.3687862305857,2.84326635694566
-2.3687862305857,2.84073354050838
-2.3687862305857,2.83820072407111
-2.3687862305857,2.83566790763384
-2.36435918427976,3.10921208285933
-2.36435918427976,3.10667926642206
-2.36435918427976,3.10414644998479
-2.36435918427976,3.10161363354752
-2.36435918427976,3.09908081711024
-2.36435918427976,3.09654800067297
-2.36435918427976,3.0940151842357
-2.36435918427976,3.09148236779842
-2.36435918427976,3.08894955136115
-2.36435918427976,3.08641673492388
-2.36435918427976,2.86099607200657
-2.36435918427976,2.8584632555693
-2.36435918427976,2.85593043913202
-2.36435918427976,2.85339762269475
-2.36435918427976,2.85086480625748
-2.36435918427976,2.8483319898202
-2.36435918427976,2.84579917338293
-2.36435918427976,2.84326635694566
-2.36435918427976,2.84073354050838
-2.36435918427976,2.83820072407111
-2.36435918427976,2.83566790763384
-2.36435918427976,2.83313509119656
-2.36435918427976,2.83060227475929
-2.35993213797382,3.11174489929661
